StudentID,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,SSC_Marks,HSC_Marks,ExtracurricularActivities_yes,PlacementTraining_yes
-0.5457728482955012,-0.08300842541015749,-0.9944206753305193,-1.0796205945080688,-0.16798757066911568,0.024063785493632524,-0.5507724151418081,-0.5614283705398637,-1.225519692092258,-1.7131413894350456
0.8407377693013428,-0.08300842541015749,-0.043178619794607645,-0.03039961448735518,-0.4449877131979025,-0.04839750127738836,-0.636279814896506,-0.6039553110502093,-1.225519692092258,-1.7131413894350456
0.48564075861961,-0.08300842541015749,-0.9944206753305193,-1.0796205945080688,-0.4449877131979025,-0.19332007481942948,-0.20874281612301648,-0.774063073091592,-1.225519692092258,-1.7131413894350456
-0.1601861549966899,-0.08300842541015749,0.908063435741304,-1.0796205945080688,-0.12841612173643185,0.31390893257771413,0.43256268203721776,0.2040565586463579,0.8159803603749187,0.583722981749788
1.216161235061128,1.2812661037799127,0.908063435741304,-1.0796205945080688,0.029869673994303434,0.31390893257771413,0.6463311814239625,0.2040565586463579,0.8159803603749187,-1.7131413894350456
1.4736296660497912,1.2812661037799127,-0.043178619794607645,1.0188213655333584,0.38601271438845786,0.31390893257771413,0.8173459809333583,0.3741643206877405,0.8159803603749187,0.583722981749788
0.7003004433075265,1.2812661037799127,-0.043178619794607645,-0.03039961448735518,-0.04927322387106422,0.168986359035673,0.3898089821598688,-0.17868590594675288,0.8159803603749187,-1.7131413894350456
0.22478458511793806,-1.4472829546002277,-0.043178619794607645,-0.03039961448735518,0.34644126545577403,0.24144764580669387,-0.5935261150191571,-0.26373978696744416,-1.225519692092258,0.583722981749788
-0.6923697061311516,-0.08300842541015749,0.908063435741304,-1.0796205945080688,0.18815546972503874,0.168986359035673,-0.33700391575506333,-0.4338475490088267,-1.225519692092258,-1.7131413894350456
0.8071683207633472,1.2812661037799127,0.908063435741304,1.0188213655333584,0.26729836759040637,0.31390893257771413,0.5608237816692646,0.33163738017739486,0.8159803603749187,0.583722981749788
